код стратегии,Название стратерии,Текст цикла ПредупрТОРО,КраткНазвЦикла,Сцепка,Цикл,Единица,код стратегии_счетчик
1-0052,ЧАС ТО2160-ТР6000,Техническое обслуживание,ТО,1-0052ТО,"2160,00",ЧАС,1-0052ТО
1-0052,ЧАС ТО2160-ТР6000,Текущий ремонт,ТР,1-0052ТР,"6000,00",ЧАС,1-0052ТР
1-0053,ЧАС ТО8640-ТР17280,Техническое обслуживание,ТО,1-0053ТО,"8640,00",ЧАС,1-0053ТО
1-0053,ЧАС ТО8640-ТР17280,Текущий ремонт,ТР,1-0053ТР,"17280,00",ЧАС,1-0053ТР
1-0054,ЧАС ТО4320-ТР17280,Техническое обслуживание,ТО,1-0054ТО,"4320,00",ЧАС,1-0054ТО
1-0054,ЧАС ТО4320-ТР17280,Текущий ремонт,ТР,1-0054ТР,"17280,00",ЧАС,1-0054ТР
1-0055,ЧАС ТР3000,Текущий ремонт,ТР,1-0055ТР,"3000,00",ЧАС,1-0055ТР
1-0056,ЧАС ТО96,Техническое обслуживание,ТО,1-0056ТО,"96,00",ЧАС,1-0056ТО
1-0057,ЧАС ТР1992,Текущий ремонт,ТР,1-0057ТР,"1992,00",ЧАС,1-0057ТР
1-0058,ЧАС О1720-О22160-О34320-О48640,Техническое обслуживание 1,О1,1-0058О1,"720,00",ЧАС,1-0058О1
1-0058,ЧАС О1720-О22160-О34320-О48640,Техническое обслуживание 2,О2,1-0058О2,"2160,00",ЧАС,1-0058О2
1-0058,ЧАС О1720-О22160-О34320-О48640,Техническое обслуживание 3,О3,1-0058О3,"4320,00",ЧАС,1-0058О3
1-0058,ЧАС О1720-О22160-О34320-О48640,Техническое обслуживание 4,О4,1-0058О4,"8640,00",ЧАС,1-0058О4
1-0059,ЧАС ТО4320-КР34560,Техническое обслуживание,ТО,1-0059ТО,"4320,00",ЧАС,1-0059ТО
1-0059,ЧАС ТО4320-КР34560,Капитальный ремонт,КР,1-0059КР,"34560,00",ЧАС,1-0059КР
1-0060,ЧАС О360-О22160-ТР8640-КР25920,Техническое обслуживание 1,О1,1-0060О1,"360,00",ЧАС,1-0060О1
1-0060,ЧАС О360-О22160-ТР8640-КР25920,Техническое обслуживание 2,О2,1-0060О2,"2160,00",ЧАС,1-0060О2
1-0060,ЧАС О360-О22160-ТР8640-КР25920,Текущий ремонт,ТР,1-0060ТР,"8640,00",ЧАС,1-0060ТР
1-0060,ЧАС О360-О22160-ТР8640-КР25920,Капитальный ремонт,КР,1-0060КР,"25920,00",ЧАС,1-0060КР
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Техническое обслуживание 1,О1,1-0061О1,"720,00",ЧАС,1-0061О1
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Техническое обслуживание 2,О2,1-0061О2,"720,00",ЧАС,1-0061О2
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Техническое обслуживание 3,О3,1-0061О3,"720,00",ЧАС,1-0061О3
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Текущий ремонт 1,Т1,1-0061Т1,"4320,00",ЧАС,1-0061Т1
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Текущий ремонт 2,Т2,1-0061Т2,"4320,00",ЧАС,1-0061Т2
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Текущий ремонт 3,Т3,1-0061Т3,"8640,00",ЧАС,1-0061Т3
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Текущий ремонт 4,Т4,1-0061Т4,"8640,00",ЧАС,1-0061Т4
1-0061,ЧАС О1-О2-О3-Т1-Т2-Т3-Т4-Т5,Текущий ремонт 5,Т5,1-0061Т5,"8640,00",ЧАС,1-0061Т5
1-0062,ЧАС 818640,ТР промежуточного вала,81,1-006281,"8640,00",ЧАС,1-006281
1-0063,ЧАС 764320,ТР маслостанции мельницы,76,1-006376,"4320,00",ЧАС,1-006376
1-0064,ЧАС 732160,ТР загрузочного устройства,73,1-006473,"2160,00",ЧАС,1-006473
1-0065,ЧАС 678640,ТР вал-шестерни,67,1-006567,"8640,00",ЧАС,1-006567
1-0066,ЧАС 63720,ТР бутары,63,1-006663,"720,00",ЧАС,1-006663
1-0067,ЧАС 844320,ТР футеровка,84,1-006784,"4320,00",ЧАС,1-006784
1-0068,ЧАС ТО720-О14320-Т4320-Т217280,Техническое обслуживание,ТО,1-0068ТО,"720,00",ЧАС,1-0068ТО
1-0068,ЧАС ТО720-О14320-Т4320-Т217280,Техническое обслуживание 1,О1,1-0068О1,"4320,00",ЧАС,1-0068О1
1-0068,ЧАС ТО720-О14320-Т4320-Т217280,Текущий ремонт 1,Т1,1-0068Т1,"4320,00",ЧАС,1-0068Т1
1-0068,ЧАС ТО720-О14320-Т4320-Т217280,Текущий ремонт 2,Т2,1-0068Т2,"17280,00",ЧАС,1-0068Т2
1-0069,ЧАС ТО720-Т18640-ТР8640-Т2-Т3,Техническое обслуживание,ТО,1-0069ТО,"720,00",ЧАС,1-0069ТО
1-0069,ЧАС ТО720-Т18640-ТР8640-Т2-Т3,Текущий ремонт 1,Т1,1-0069Т1,"8640,00",ЧАС,1-0069Т1
1-0069,ЧАС ТО720-Т18640-ТР8640-Т2-Т3,Текущий ремонт,ТР,1-0069ТР,"8640,00",ЧАС,1-0069ТР
1-0069,ЧАС ТО720-Т18640-ТР8640-Т2-Т3,Текущий ремонт 2,Т2,1-0069Т2,"17280,00",ЧАС,1-0069Т2
1-0069,ЧАС ТО720-Т18640-ТР8640-Т2-Т3,Текущий ремонт 3,Т3,1-0069Т3,"34560,00",ЧАС,1-0069Т3
1-0070,ЧАС ТО8640-ТР25920,Техническое обслуживание,ТО,1-0070ТО,"8640,00",ЧАС,1-0070ТО
1-0070,ЧАС ТО8640-ТР25920,Текущий ремонт,ТР,1-0070ТР,"25920,00",ЧАС,1-0070ТР
1-0071,ЧАС Т18640-КР34560,Текущий ремонт 1,Т1,1-0071Т1,"8640,00",ЧАС,1-0071Т1
1-0071,ЧАС Т18640-КР34560,Капитальный ремонт,КР,1-0071КР,"34560,00",ЧАС,1-0071КР
1-0072,ЧАС ТО2160-ТР17280,Техническое обслуживание,ТО,1-0072ТО,"2160,00",ЧАС,1-0072ТО
1-0072,ЧАС ТО2160-ТР17280,Текущий ремонт,ТР,1-0072ТР,"17280,00",ЧАС,1-0072ТР
1-0073,ЧАС ТО2880-ТР8640,Техническое обслуживание,ТО,1-0073ТО,"2880,00",ЧАС,1-0073ТО
1-0073,ЧАС ТО2880-ТР8640,Текущий ремонт,ТР,1-0073ТР,"8640,00",ЧАС,1-0073ТР
1-0074,ЧАС ТО1440-ТР2160-Т8640-Т17280,Техническое обслуживание,ТО,1-0074ТО,"1440,00",ЧАС,1-0074ТО
1-0074,ЧАС ТО1440-ТР2160-Т8640-Т17280,Текущий ремонт,ТР,1-0074ТР,"2160,00",ЧАС,1-0074ТР
1-0074,ЧАС ТО1440-ТР2160-Т8640-Т17280,Текущий ремонт 1,Т1,1-0074Т1,"8640,00",ЧАС,1-0074Т1
1-0074,ЧАС ТО1440-ТР2160-Т8640-Т17280,Текущий ремонт 2,Т2,1-0074Т2,"17280,00",ЧАС,1-0074Т2
1-0075,ЧАС ТР17280,Текущий ремонт,ТР,1-0075ТР,"17280,00",ЧАС,1-0075ТР
1-0076,ЧАС ТР2880,Текущий ремонт,ТР,1-0076ТР,"2880,00",ЧАС,1-0076ТР
1-0077,ЧАС ТО720-ТР8640-КР30240,Техническое обслуживание,ТО,1-0077ТО,"720,00",ЧАС,1-0077ТО
1-0077,ЧАС ТО720-ТР8640-КР30240,Текущий ремонт,ТР,1-0077ТР,"8640,00",ЧАС,1-0077ТР
1-0077,ЧАС ТО720-ТР8640-КР30240,Капитальный ремонт,КР,1-0077КР,"30240,00",ЧАС,1-0077КР
1-0078,ЧАС ТО360-Тре-КРбу-КРпри-КРпол,Техническое обслуживание,ТО,1-0078ТО,"360,00",ЧАС,1-0078ТО
1-0078,ЧАС ТО360-Тре-КРбу-КРпри-КРпол,Текущий ремонт 1,Т1,1-0078Т1,"2160,00",ЧАС,1-0078Т1
1-0078,ЧАС ТО360-Тре-КРбу-КРпри-КРпол,Капитальный ремонт,КР,1-0078КР,"17280,00",ЧАС,1-0078КР
1-0078,ЧАС ТО360-Тре-КРбу-КРпри-КРпол,Капитальный ремонт 1,К1,1-0078К1,"17280,00",ЧАС,1-0078К1
1-0078,ЧАС ТО360-Тре-КРбу-КРпри-КРпол,Капитальный ремонт 2,К2,1-0078К2,"25920,00",ЧАС,1-0078К2
1-0079,ЧАС О1240-О2504-КР7992,Техническое обслуживание 1,О1,1-0079О1,"240,00",ЧАС,1-0079О1
1-0079,ЧАС О1240-О2504-КР7992,Техническое обслуживание 2,О2,1-0079О2,"504,00",ЧАС,1-0079О2
1-0079,ЧАС О1240-О2504-КР7992,Капитальный ремонт,КР,1-0079КР,"7992,00",ЧАС,1-0079КР
1-0080,ЧАС ТР504,Текущий ремонт,ТР,1-0080ТР,"504,00",ЧАС,1-0080ТР
1-0081,ЧАС 1016008,КР двигателя,10,1-008110,"16008,00",ЧАС,1-008110
1-0082,ЧАС 258640,КР кузова,25,1-008225,"8640,00",ЧАС,1-008225
1-0083,ЧАС 71720,ТР дополнительных систем,71,1-008371,"720,00",ЧАС,1-008371
1-0084,ЧАС ЗЗ8640,Замена кузова,ЗЗ,1-0084ЗЗ,"8640,00",ЧАС,1-0084ЗЗ
1-0085,ЧАС ТЭ720,ТР электрических систем,ТЭ,1-0085ТЭ,"720,00",ЧАС,1-0085ТЭ
1-0086,ЧАС 75720,ТР компрессоров,75,1-008675,"720,00",ЧАС,1-008675
1-0087,КИП ТО,Техническое обслуживание 1,О1,1-0087О1,"168,00",ЧАС,1-0087О1
1-0087,КИП ТО,Техническое обслуживание 2,О2,1-0087О2,"720,00",ЧАС,1-0087О2
1-0087,КИП ТО,Техническое обслуживание 3,О3,1-0087О3,"2160,00",ЧАС,1-0087О3
1-0087,КИП ТО,Техническое обслуживание 4,О4,1-0087О4,"4320,00",ЧАС,1-0087О4
1-0087,КИП ТО,Техническое обслуживание 5,О5,1-0087О5,"8640,00",ЧАС,1-0087О5
1-0090,"Обходы,осм 24ч",Ежедневный осмотр,1O,1-00901O,"144,00",ЧАС,1-00901O
1-0090,"Обходы,осм 24ч",Ежедневный осмотр,2О,1-00902О,"144,00",ЧАС,1-00902О
1-0090,"Обходы,осм 24ч",Ежедневный осмотр,3О,1-00903О,"144,00",ЧАС,1-00903О
1-0090,"Обходы,осм 24ч",Ежедневный осмотр,4О,1-00904О,"144,00",ЧАС,1-00904О
1-0090,"Обходы,осм 24ч",Ежедневный осмотр,5О,1-00905О,"144,00",ЧАС,1-00905О
1-0090,"Обходы,осм 24ч",Ежедневный осмотр,6О,1-00906О,"144,00",ЧАС,1-00906О
1-0091,"Обходы,осм 48ч",Ежедневный осмотр,ОО,1-0091ОО,"48,00",ЧАС,1-0091ОО
1-0092,"Обходы,осм 72ч",Ежедневный осмотр,ОО,1-0092ОО,"72,00",ЧАС,1-0092ОО
1-0093,"Обходы,осм 120ч",Ежедневный осмотр,ОО,1-0093ОО,"120,00",ЧАС,1-0093ОО
1-0094,"Обходы,осм 96ч",Ежедневный осмотр,ОО,1-0094ОО,"96,00",ЧАС,1-0094ОО
1-0095,"Обходы,осм 144ч",Ежедневный осмотр,ОО,1-0095ОО,"144,00",ЧАС,1-0095ОО
1-0096,"Обходы,осм 720ч",Ежедневный осмотр,ОО,1-0096ОО,"720,00",ЧАС,1-0096ОО
1-0097,ЧАС ТО720-ТР2160,Техническое обслуживание,ТО,1-0097ТО,"720,00",ЧАС,1-0097ТО
1-0097,ЧАС ТО720-ТР2160,Текущий ремонт,ТР,1-0097ТР,"2160,00",ЧАС,1-0097ТР
1-0098,ЧАС ТО168,Техническое обслуживание,ТО,1-0098ТО,"168,00",ЧАС,1-0098ТО
1-0099,ЧАС ТР34560,Текущий ремонт,ТР,1-0099ТР,"34560,00",ЧАС,1-0099ТР
1-0100,"Обходы,осм 120ч (3 пакета)",Ежедневный осмотр,6O,1-01006O,"72,00",ЧАС,1-01006O
1-0100,"Обходы,осм 120ч (3 пакета)",Ежедневный осмотр,7O,1-01007O,"72,00",ЧАС,1-01007O
1-0100,"Обходы,осм 120ч (3 пакета)",Ежедневный осмотр,8O,1-01008O,"72,00",ЧАС,1-01008O
1-0101,"Обходы, осм 48ч (4 пакета)",ЕСО Сутки 1 Смена №1,1И,1-01011И,"48,00",ЧАС,1-01011И
1-0101,"Обходы, осм 48ч (4 пакета)",ЕСО Сутки 1 Смена №2,2И,1-01012И,"48,00",ЧАС,1-01012И
1-0101,"Обходы, осм 48ч (4 пакета)",ЕСО Сутки 2 Смена №1,3И,1-01013И,"48,00",ЧАС,1-01013И
1-0101,"Обходы, осм 48ч (4 пакета)",ЕСО Сутки 2 Смена №2,4И,1-01014И,"48,00",ЧАС,1-01014И
1-0102,ЧАС ТО1МСЦ,Техническое обслуживание,ТО,1-0102ТО,"1,00",МСЦ,1-0102ТО
1-0103,КИПиА еженедельное ТО,Еженедельное ТО,ТО,1-0103ТО,"7,00",СУТ,1-0103ТО
1-0104,ЧАС ТО720-ТР8640-КР43200,Техническое обслуживание,ТО,1-0104ТО,"720,00",ЧАС,1-0104ТО
1-0104,ЧАС ТО720-ТР8640-КР43200,Текущий ремонт,ТР,1-0104ТР,"8640,00",ЧАС,1-0104ТР
1-0104,ЧАС ТО720-ТР8640-КР43200,Капитальный ремонт,КР,1-0104КР,"43200,00",ЧАС,1-0104КР
1-0105,ЧАС ТО720-ТР8640-КР51840,Техническое обслуживание,ТО,1-0105ТО,"720,00",ЧАС,1-0105ТО
1-0105,ЧАС ТО720-ТР8640-КР51840,Текущий ремонт,ТР,1-0105ТР,"8640,00",ЧАС,1-0105ТР
1-0105,ЧАС ТО720-ТР8640-КР51840,Капитальный ремонт,КР,1-0105КР,"51840,00",ЧАС,1-0105КР
1-0106,ЧАС ТО720-ТР8640-КР86400,Техническое обслуживание,ТО,1-0106ТО,"720,00",ЧАС,1-0106ТО
1-0106,ЧАС ТО720-ТР8640-КР86400,Текущий ремонт,ТР,1-0106ТР,"8640,00",ЧАС,1-0106ТР
1-0106,ЧАС ТО720-ТР8640-КР86400,Капитальный ремонт,КР,1-0106КР,"86400,00",ЧАС,1-0106КР
1-0107,ЧАС ТО720-ТР2160-КР34560,Техническое обслуживание,ТО,1-0107ТО,"720,00",ЧАС,1-0107ТО
1-0107,ЧАС ТО720-ТР2160-КР34560,Текущий ремонт,ТР,1-0107ТР,"2160,00",ЧАС,1-0107ТР
1-0107,ЧАС ТО720-ТР2160-КР34560,Капитальный ремонт,КР,1-0107КР,"34560,00",ЧАС,1-0107КР
1-0108,ЧАС ТО720-ТР8640-КР69120,Техническое обслуживание,ТО,1-0108ТО,"720,00",ЧАС,1-0108ТО
1-0108,ЧАС ТО720-ТР8640-КР69120,Текущий ремонт,ТР,1-0108ТР,"8640,00",ЧАС,1-0108ТР
1-0108,ЧАС ТО720-ТР8640-КР69120,Капитальный ремонт,КР,1-0108КР,"69120,00",ЧАС,1-0108КР
1-0109,ЧАС ТО720-ТР4320-КР25920,Техническое обслуживание,ТО,1-0109ТО,"720,00",ЧАС,1-0109ТО
1-0109,ЧАС ТО720-ТР4320-КР25920,Текущий ремонт,ТР,1-0109ТР,"4320,00",ЧАС,1-0109ТР
1-0109,ЧАС ТО720-ТР4320-КР25920,Капитальный ремонт,КР,1-0109КР,"25920,00",ЧАС,1-0109КР
1-0110,ЧАС ТО4320-ТР8640-КР103680,Техническое обслуживание,ТО,1-0110ТО,"4320,00",ЧАС,1-0110ТО
1-0110,ЧАС ТО4320-ТР8640-КР103680,Текущий ремонт,ТР,1-0110ТР,"8640,00",ЧАС,1-0110ТР
1-0110,ЧАС ТО4320-ТР8640-КР103680,Капитальный ремонт,КР,1-0110КР,"103680,00",ЧАС,1-0110КР
1-0111,ЧАС ТО720-ТР4320-КР51840,Техническое обслуживание,ТО,1-0111ТО,"720,00",ЧАС,1-0111ТО
1-0111,ЧАС ТО720-ТР4320-КР51840,Текущий ремонт,ТР,1-0111ТР,"4320,00",ЧАС,1-0111ТР
1-0111,ЧАС ТО720-ТР4320-КР51840,Текущий ремонт,КР,1-0111КР,"51840,00",ЧАС,1-0111КР
1-0112,ЧАС ТО720-ТР4320-КР43200,Техническое обслуживание,ТО,1-0112ТО,"720,00",ЧАС,1-0112ТО
1-0112,ЧАС ТО720-ТР4320-КР43200,Текущий ремонт,ТР,1-0112ТР,"4320,00",ЧАС,1-0112ТР
1-0112,ЧАС ТО720-ТР4320-КР43200,Капитальный ремонт,КР,1-0112КР,"43200,00",ЧАС,1-0112КР
1-0113,МСЦ СТО6  ПЛ полуприцепы,Сезонное обслуживание,СО,1-0113СО,"6,00",МСЦ,1-0113СО
1-0114,МСЦ СТО6  ПЛ прицепы самосвал,Сезонное обслуживание,СО,1-0114СО,"6,00",МСЦ,1-0114СО
1-0115,МСЦ СТО6  ПЛ Bobcat S 530,Сезонное обслуживание,СО,1-0115СО,"6,00",МСЦ,1-0115СО
1-0116,МСЦ СТО6  ПЛ Bobcat S 570,Сезонное обслуживание,СО,1-0116СО,"6,00",МСЦ,1-0116СО
1-0117,ЧАС ТО360,Техническое обслуживание,ТО,1-0117ТО,"360,00",ЧАС,1-0117ТО
1-0118,ЧАС ТР1440,Текущий ремонт,ТР,1-0118ТР,"1440,00",ЧАС,1-0118ТР
1-0119,ЧАС ТР2880,Текущий ремонт,ТР,1-0119ТР,"2880,00",ЧАС,1-0119ТР
1-0120,ЧАС ТО216-1080,Техническое обслуживание 1,О1,1-0120О1,"216,00",ЧАС,1-0120О1
1-0120,ЧАС ТО216-1080,Техническое обслуживание 2,О2,1-0120О2,"1080,00",ЧАС,1-0120О2
1-0121,ЧАС ТО11440-ТО25760,Техническое обслуживание 1,О1,1-0121О1,"1440,00",ЧАС,1-0121О1
1-0121,ЧАС ТО11440-ТО25760,Техническое обслуживание 2,О2,1-0121О2,"5760,00",ЧАС,1-0121О2
1-0122,ЧАС О1360-О2720-ТР2160,Техническое обслуживание 1,О1,1-0122О1,"360,00",ЧАС,1-0122О1
1-0122,ЧАС О1360-О2720-ТР2160,Техническое обслуживание 2,О2,1-0122О2,"720,00",ЧАС,1-0122О2
1-0122,ЧАС О1360-О2720-ТР2160,Текущий ремонт,ТР,1-0122ТР,"2160,00",ЧАС,1-0122ТР
1-0123,ЧАС О1360-О2720-ТР5760,Техническое обслуживание 1,О1,1-0123О1,"360,00",ЧАС,1-0123О1
1-0123,ЧАС О1360-О2720-ТР5760,Техническое обслуживание 2,О2,1-0123О2,"720,00",ЧАС,1-0123О2
1-0123,ЧАС О1360-О2720-ТР5760,Текущий ремонт,ТР,1-0123ТР,"5760,00",ЧАС,1-0123ТР
1-0124,ЧАС ТО720-Т12160-Т24320-Т38640,Техническое обслуживание,ТО,1-0124ТО,"720,00",ЧАС,1-0124ТО
1-0124,ЧАС ТО720-Т12160-Т24320-Т38640,Текущий ремонт 1,Т1,1-0124Т1,"2160,00",ЧАС,1-0124Т1
1-0124,ЧАС ТО720-Т12160-Т24320-Т38640,Текущий ремонт 2,Т2,1-0124Т2,"4320,00",ЧАС,1-0124Т2
1-0124,ЧАС ТО720-Т12160-Т24320-Т38640,Текущий ремонт 3,Т3,1-0124Т3,"8640,00",ЧАС,1-0124Т3
1-0125,ЧАС ТО720-Т11440-Т24320-Т38640,Техническое обслуживание,ТО,1-0125ТО,"720,00",ЧАС,1-0125ТО
1-0125,ЧАС ТО720-Т11440-Т24320-Т38640,Текущий ремонт 1,Т1,1-0125Т1,"1440,00",ЧАС,1-0125Т1
1-0125,ЧАС ТО720-Т11440-Т24320-Т38640,Текущий ремонт 2,Т2,1-0125Т2,"4320,00",ЧАС,1-0125Т2
1-0125,ЧАС ТО720-Т11440-Т24320-Т38640,Текущий ремонт 3,Т3,1-0125Т3,"8640,00",ЧАС,1-0125Т3
1-0126,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,Техническое обслуживание,ТО,1-0126ТО,"720,00",ЧАС,1-0126ТО
1-0126,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,Текущий ремонт 1,Т1,1-0126Т1,"4320,00",ЧАС,1-0126Т1
1-0126,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,Текущий ремонт 2,Т2,1-0126Т2,"8640,00",ЧАС,1-0126Т2
1-0126,ЧАС ТО720-Т14320-Т2-Т3-Т4-КР,Текущий ремонт 3,Т3,1-0126Т3,"17280,00",ЧАС,1-0126Т3
